sku(必填),平台SKU,识别码,中文名称,英文名称,分类ID,图片URL,商品净重（g）,采购参考价（RMB）,采购员,长(cm),宽(cm),高(cm),来源url（超始值为：http://）,备注,英文报关,中文报关,申报重量（g）,申报金额（USD）,危险运输品,材质,用途,海关编码,开发员,销售方式,创建时间
6933910422249,6933910422249,,10W导热凝胶HY268导热泥30G 灰 型号：HY268-CN30G灰,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744135379289/0/20250530143229/248307e219bf519f83e876b821fb915f.jpg,54.4,21.6,无,20,9,4.5,,,silicone thermal paste,散热硅脂,54.4,3,0,6933910422249,,8473309000,,售卖品,2025-05-23 15:47:59
6933910422232,6933910422232,,10W导热凝胶HY268导热泥20G 灰 型号：HY268-CN20G灰,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744135379241/0/20250530143239/8a5db940d7556e8d8928c7f5fecb8fc6.jpg,43.4,14.4,无,0,0,0,,,silicone thermal paste,散热硅脂,43.4,2,0,6933910422232,,8473309000,,售卖品,2025-05-23 15:47:50
6933910422225,6933910422225,,10W导热凝胶HY268导热泥10G 灰 型号：HY268-CN10G灰,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744135379137/0/20250530143248/95d5402e7f845c20e3e7d1f0713947e5.jpg,39.5,7.8,无,0,0,0,,,silicone thermal paste,散热硅脂,39.5,1,0,6933910422225,,8473309000,,售卖品,2025-05-23 15:47:39
6933910422256,6933910422256,,10W导热凝胶HY268导热泥100G 灰 型号：HY268-CN100G灰,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744135379047/0/20250530143256/592c685f9d944a6ee5b5cdc039123ca0.jpg,200,72.0,无,0,0,0,,,silicone thermal paste,散热硅脂,200,10,0,6933910422256,,8473309000,,售卖品,2025-05-23 15:47:29
6933910422263,6933910422263,,金色 5W 散热膏耐高温电脑导热硅脂细长针管0.5g导热膏 型号：HY640-TU05A,,1128549,,0,0.46,无,0,0,0,,,silicone thermal paste,散热硅脂,3.2,1,0,6933910422263,,8473309000,,售卖品,2025-05-23 15:47:17
6933910422270,6933910422270,,白色 1.42W 散热膏耐高温电脑导热硅脂细长针管0.5g导热膏 型号：HY410-TU05A,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744135378701/0/20250913164059/0761598463185ff08d5e4c5b1a2643c8.jpg,3.2,0.26,无,0,0,0,,,silicone thermal paste,散热硅脂,3.2,1,0,6933910422270,,8473309000,,售卖品,2025-05-23 15:47:01
6933910422218,6933910422218,,PCIE5.0 X16显卡延长线(180度 1890) 20CM 白色 型号: PCIE50X161890WT20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744132908657/0/20250619165049/0b6e87fa895605dfa312e963095d0086.jpg,209.78,98.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,197,17,0,#N/A,,8471800000,,售卖品,2025-05-20 15:00:29
6933910422201,6933910422201,,PCIE5.0 X16显卡延长线(180度 1890) 18CM 白色 型号: PCIE50X161890WT18,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744132908613/0/20250619165035/c2dc52b3aaf3cf5b9286f4286b8bdc74.jpg,210.43,98.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,198,17,0,#N/A,,8471800000,,售卖品,2025-05-20 15:00:20
6933910422195,6933910422195,,PCIE5.0 X16显卡延长线(180度 1890) 15CM 白色 型号: PCIE50X161890WT15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744132908569/0/20250619164840/310d2fe0459b0dd65e1e6436fc571f7b.jpg,199,98.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,185,16,0,#N/A,,8471800000,,售卖品,2025-05-20 15:00:07
6933910422171,6933910422171,,瓦尔基理 3卡槽带隔离显卡支架 黑色 型号：SZVK03BK,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744132907387/0/20250529172409/4b66a2bbbc7d2c38221e0789745bf853.jpg,354.2,36.0,无,20.5,14,13.5,,,GPU brace,显卡支架,354.2,5,0,6933910422171,,8473309000,,售卖品,2025-05-20 14:57:09
6933910422188,6933910422188,,瓦尔基理 3卡槽带隔离显卡支架 白色 型号：SZVK03WT,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744132907301/0/20250702182637/121ce419d9de1f672217ff88d2a74749.jpg,374.2,38.54,无,20.5,14,13.5,,,GPU brace,显卡支架,374.2,5,0,6933910422188,,8473309000,,售卖品,2025-05-20 14:56:53
6933910408267,6933910408267,,CFexpress-A 磁吸读卡器 型号：CFE-A读卡器,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744132431155/0/20251119093413/8b8220c6e0941eba1ebeee2edbd911f6.jpg,97.6,0.1,无,15,11.6,3.2,,,SSD enclosure,硬盘盒,100,1,0,6933910408267,,8473309000,,售卖品,2025-05-19 17:46:20
6933910422164,6933910422164,,寒戟核 M.2固态硬盘铝合金散热器 型号：RL007,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744129093437/0/20250708085436/99c65fb43c803ef99a15f74015effce6.jpg,60,7.0,无,13,8,2.5,,,SSD heatsink,散热器,60,1,0,6933910422164,,8473309000,,售卖品,2025-05-15 13:58:22
6933910422157,6933910422157,,锐寒 M.2硬盘散热片 型号：RMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744129049371/0/20250625095100/827858a151c520342903851b04bd1ed9.jpg,5,1.5,无,13,9,1.5,,,SSD heatsink,散热器,5,1,0,6933910422157,,8473309000,,售卖品,2025-05-15 11:57:51
6933910422140,6933910422140,,冰翼 M.2硬盘散热片 型号：JMT80,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744129048621/0/20250625094942/475a7bbcbb1ba82ebe7328ab6f9fcbcc.jpg,8.8,1.5,无,0,0,0,,,SSD heatsink,散热器,15,1,0,6933910422140,,8473309000,,售卖品,2025-05-15 11:55:55
6933910422133,6933910422133,,PCIE4.0 X16显卡延长线(180度 1890) 15CM 白色 型号: PCIE40X161890WT15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744124938635/0/20250513165324/f8439d64241c6ecf43d7efbe8bb6491e.jpg,198.67,45.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,187.14,16,0,#N/A,,8471800000,,售卖品,2025-05-09 16:17:05
6933910422102,6933910422102,,PCIE5.0 X16显卡延长线(180度 1890) 15CM 黑色 型号: PCIE50X161890BK15,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744114358341/0/20250514112239/f81760045f6987d638bf582e15d0f9e3.jpg,199.54,98.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,182.46,16,0,#N/A,,8471800000,,售卖品,2025-04-25 18:28:58
6933910422119,6933910422119,,PCIE5.0 X16显卡延长线(180度 1890) 18CM 黑色 型号: PCIE50X161890BK18,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744114356329/0/20250513090609/9313c1e85a7264703732b5f3ff5b8748.jpg,205.83,98.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,185.46,16,0,#N/A,,8471800000,,售卖品,2025-04-25 18:27:41
6933910422126,6933910422126,,PCIE5.0 X16显卡延长线(180度 1890) 20CM 黑色 型号: PCIE50X161890BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744114355961/0/20250513090747/d9eea587208790be6b2c551d7833da14.jpg,215.26,98.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,188.36,16,0,#N/A,,8471800000,,售卖品,2025-04-25 18:26:30
6933910422096,6933910422096,,Type-C转HDTV+Type-C+2*USB2.0+USB3.0 25CM 5合1扩展坞,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744113775999/0/20250425095728/9b6082a4f71b6812ca636142931e1421.jpg,60,29.0,无,16.3,8,1.8,,,Docking Station,扩展坞,60,4,0,#N/A,,8471609000,,售卖品,2025-04-25 09:12:20
6933910422089,6933910422089,,Type-C转HDTV+SD+TF+TYPE-C+USB2.0+USB3.0+PD 25CM 7合1扩展坞,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744113775829/0/20250425095747/88ab59d07a948f97822034704f80cd66.jpg,66,32.0,无,16.3,8,1.8,,,Docking Station,扩展坞,66,4,0,#N/A,,8471609000,,售卖品,2025-04-25 09:12:10
6933910422072,6933910422072,,PCIE4.0 X4显卡延长线(180度 1890) 20CM 黑色 型号: PCIE40X41890BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958553/0/20250513170431/48274f393b7bcf34124f51cbc532d536.jpg,95.5,25.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,95.5,13,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910422065,6933910422065,,PCIE4.0 X4显卡延长线(180度 1890) 10CM 黑色 型号: PCIE40X41890BK10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958547/0/20250513170505/d92c46cd58a5d8501c05bc3728658afe.jpg,87,22.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,87,12,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910422058,6933910422058,,PCIE4.0 X4显卡延长线(90度 9090) 20CM 黑色 型号: PCIE40X49090BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958541/0/20250513174019/094c4ca2868e95daa30ba280e6528fa3.jpg,94.6,30.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,95.2,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910422041,6933910422041,,PCIE4.0 X4显卡延长线(90度 9090) 10CM 黑色 型号: PCIE40X49090BK10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958535/0/20250513174053/c21da9fb82e0b3ca7b12d0b5e8f6e4c9.jpg,88,22.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,88,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910422034,6933910422034,,PCIE3.0 X4显卡延长线(180度 1890) 20CM 黑色 型号: PCIE30X41890BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958527/0/20250522101601/988ada4b1f09e2959ecf8ff442b2a421.jpg,82.67,39.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,94.2,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910422027,6933910422027,,PCIE3.0 X4显卡延长线(180度 1890) 10CM 黑色 型号: PCIE30X41890BK10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958519/0/20250522101512/c837c986fc5e69c638473bb851a267dd.jpg,78,33.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,88,4,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910422010,6933910422010,,PCIE3.0 X4显卡延长线(90度 9090) 20CM 黑色 型号: PCIE30X49090BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958513/0/20250522101331/f6371123d35479419885852a2f1aab18.jpg,94,39.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,94,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910422003,6933910422003,,PCIE3.0 X4显卡延长线(90度 9090) 10CM 黑色 型号: PCIE30X49090BK10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958507/0/20250520152719/6e9908689f5c450353728d6fd01a4066.jpg,81,33.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,81,4,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421877,6933910421877,,PCIE3.0 X16显卡延长线(180度 1818双反向) 60CM 白色 型号: PCIE30X16SFWT60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958501/0/20250513170755/cf04d1e211cbf1bb7ff1d56607df02d2.jpg,250,0.1,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,250,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421860,6933910421860,,PCIE3.0 X16显卡延长线(180度 1818双反向) 30CM 白色 型号: PCIE30X16SFWT30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958495/0/20250513104130/7c4f6179762845ed9bd2346a39a98caf.jpg,196,0.1,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,196,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421853,6933910421853,,PCIE3.0 X16显卡延长线(180度 1818双反向) 20CM 白色 型号: PCIE30X16SFWT20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958489/0/20250513104202/57441aae148fdeef369d4843a71da3dc.jpg,169,39.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,169,4,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421846,6933910421846,,PCIE3.0 X16显卡延长线(180度 1818双反向) 60CM 黑色 型号: PCIE30X16SFBK60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958483/0/20250513104309/f0afb64dc722019caaa3882c16672511.jpg,250,0.1,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,250,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421839,6933910421839,,PCIE3.0 X16显卡延长线(180度 1818双反向) 30CM 黑色 型号: PCIE30X16SFBK30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958477/0/20250513104405/5c8504f5d33cd7a46a44f962b7f23076.jpg,196,0.1,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,196,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421822,6933910421822,,PCIE3.0 X16显卡延长线(180度 1818双反向) 20CM 黑色 型号: PCIE30X16SFBK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958471/0/20250513104447/725b72a5135db0b38619b0f4e87cdf12.jpg,174.67,39.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,174.67,4,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421792,6933910421792,,PCIE3.0 X16显卡延长线(180度 1818) 60CM 白色 型号: PCIE30X161818WT60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958465/0/20250618170908/270a598acf113fa2d836076e0b570cee.jpg,250,61.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,250,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421808,6933910421808,,PCIE3.0 X16显卡延长线(180度 1818) 30CM 白色 型号: PCIE30X161818WT30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958459/0/20250618170957/5efa44dc87007f4d3e91224b2579f511.jpg,196,43.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,196,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421815,6933910421815,,PCIE3.0 X16显卡延长线(180度 1818) 20CM 白色 型号: PCIE30X161818WT20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958453/0/20250618171020/15d713318dccbdb794e6261454408e32.jpg,178,37.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,178,4,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421785,6933910421785,,PCIE3.0 X16显卡延长线(180度 1818) 20CM 黑色 型号: PCIE30X161818BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958447/0/20250513105320/d00d271fa90ef113d8c7344a29c099f6.jpg,188,27.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,188,4,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421990,6933910421990,,PCIE4.0 X16显卡延长线(180度 1818双反向) 60CM 白色 型号: PCIE40X16SFWT60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958441/0/20250513104700/cfdc893b9acbfe206e4ca77f1e575c4d.jpg,268,70.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,268,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421983,6933910421983,,PCIE4.0 X16显卡延长线(180度 1818双反向) 30CM 白色 型号: PCIE40X16SFWT30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958433/0/20250513104723/ab68feb20605b9ce064285efdd331434.jpg,205,55.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,205,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421976,6933910421976,,PCIE4.0 X16显卡延长线(180度 1818双反向) 20CM 白色 型号: PCIE40X16SFWT20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958427/0/20250513104751/00c3af9f62c6c8f96facab7f32879c9c.jpg,187.5,51.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,187.5,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421969,6933910421969,,PCIE4.0 X16显卡延长线(180度 1818双反向) 60CM 黑色 型号: PCIE40X16SFBK60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958421/0/20250513104816/44c6da638a7bf46d63357a0399c194a8.jpg,281.83,70.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,268,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421952,6933910421952,,PCIE4.0 X16显卡延长线(180度 1818双反向) 30CM 黑色 型号: PCIE40X16SFBK30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958415/0/20250513104843/a822ec931649ba04ee922e1ade67d098.jpg,215.33,55.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,205,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:51
6933910421945,6933910421945,,PCIE4.0 X16显卡延长线(180度 1818双反向) 20CM 黑色 型号: PCIE40X16SFBK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958409/0/20250513104902/115f1f1c1d47821ff2145de8eb1edf88.jpg,187.5,51.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,187.5,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:50
6933910421938,6933910421938,,PCIE4.0 X16显卡延长线(180度 1818) 60CM 白色 型号: PCIE40X161818WT60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958403/0/20250513105242/2c9d95841a459298186d8eda1f2cdc79.jpg,279,67.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,279,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:50
6933910421921,6933910421921,,PCIE4.0 X16显卡延长线(180度 1818) 30CM 白色 型号: PCIE40X161818WT30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958397/0/20250513105445/03d1430fd13e4a0ce8ec16733e84873d.jpg,217,52.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,219,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:50
6933910421914,6933910421914,,PCIE4.0 X16显卡延长线(180度 1818) 20CM 白色 型号: PCIE40X161818WT20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958391/0/20250513105521/4e663cb6bf4f663ddba4265764ff2c2b.jpg,209.33,48.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,187.5,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:50
6933910421907,6933910421907,,PCIE4.0 X16显卡延长线(180度 1818) 60CM 黑色 型号: PCIE40X161818BK60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958385/0/20250513105352/430953b1fb718ac180eb8cdaa32429c4.jpg,279.4,70.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,291.5,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:50
6933910421891,6933910421891,,PCIE4.0 X16显卡延长线(180度 1818) 30CM 黑色 型号: PCIE40X161818BK30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958379/0/20250513105546/651860421a5420d9a0459f415f39b5ba.jpg,222.5,55.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,222.5,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:50
6933910421884,6933910421884,,PCIE4.0 X16显卡延长线(180度 1818) 20CM 黑色 型号: PCIE40X161818BK20,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744107958373/0/20250513105627/f04d717ffc14bf2eba520f135b43d05e.jpg,203.67,48.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,187.5,5,0,#N/A,,8471800000,JYcangku001,售卖品,2025-04-18 10:01:50
6933910421778,6933910421778,,PCIE5.0 X16显卡延长线(90度 1890白) 20CM 工程级,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744105925601/0/20250514112319/b1160f77a1c2e0a76136044adde91b1a.jpg,196,450.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,196,6,0,#N/A,,8471800000,,售卖品,2025-04-16 11:38:21
6933910421761,6933910421761,,PCIE5.0 X16显卡延长线(90度 1890黑) 20CM 工程级,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744105925459/0/20250514112330/12f3f6f9e02ad7c3e194b141d142720e.jpg,196,450.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,196,6,0,#N/A,,8471800000,,售卖品,2025-04-16 11:38:09
6933910421754,6933910421754,,PCIE3.0 X16显卡延长线(180度 1818) 30CM 黑色 型号: PCIE30X161818BK30,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744105342035/0/20250513105739/c5ef881a3c8c1246d4147673d1d4f0ea.jpg,213.54,29.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,196,5,0,#N/A,,8471800000,,售卖品,2025-04-15 16:01:32
6933910421747,6933910421747,,PCIE3.0 X16显卡延长线(180度 1818) 60CM 黑色 型号: PCIE30X161818BK60,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744105341959/0/20250513105805/75b20834191698b95740a380400d64e1.jpg,264,40.0,无,27.5,15.5,4,,,PCIE riser cable,PCIE 延长线,250,5,0,#N/A,,8471800000,,售卖品,2025-04-15 16:01:17
6933910421730,6933910421730,,PCIe 3.0 X1 转M.2 NVMe延长线 带磁铁 黑色10CM 型号: PCIE30X1NVME10,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372744105341639/0/20250514112355/9cafe75bbf78631aa9d57e072ea8f01a.jpg,86.44,12.0,无,19,6,3,,,PCIE riser cable,PCIE 延长线,100.2,2,0,#N/A,,8471800000,,售卖品,2025-04-15 16:00:53
